ROWID  RA DEC PSFMAG_R PRIORITY_FLAG
901027448502529   10.0144621531   -9.8432412102 17.35 6
901027448503623   10.0717487663   -9.6313335297 17.51 5
901027448704481   10.6324646197   -9.8480555388 17.48 6
901027448901446   10.9761739908   -9.6850956805 17.38 6
901027449601877   12.7718619120   -9.8630759548 17.26 6
901027449902035   13.5277273127   -9.7253525271 17.86 5
901027574604219  329.7693971844   -9.7199327080 17.66 5
901027590004835    8.8173061535   -9.5361851392 16.79 7
901027590201376    9.1825240621   -9.3964828360 17.80 5
901027590202724    9.2532553060   -9.4918571803 17.38 6
901027591402095   12.2555274385   -9.5654413886 17.52 5
901027591403577   12.3238584893   -9.5791976632 16.76 7
901027591500356   12.4199671671   -9.4520336341 16.67 7
901027591604997   12.8900565288   -9.5423569335 17.10 7
901027591801695   13.2382720955   -9.4729809414 17.00 7
901027716500786  328.8983916498   -9.5441145849 16.76 7
901027716801007  329.6670920490   -9.4858388028 16.89 7
901027716801532  329.6935109687   -9.4230737994 17.65 5
901027717000243  330.1355718182   -9.5588247670 17.06 7
901027731803334    7.7644826814   -9.3004186516 17.28 6
901027731901074    7.8951188380   -9.2805537244 16.65 7
901027732000377    8.1157479721   -9.3623024594 17.21 7
901027732004231    8.2881250719   -9.2573544864 17.72 5
901027732503663    9.5232899418   -9.3004542634 16.71 7
901027733000757   10.6652568685   -9.2104726578 16.91 7
901027733100365   10.9028213139   -9.2012797887 17.16 7
901027733202117   11.2203691680   -9.2470362731 17.56 5
901027733400222   11.6544499383   -9.1553593863 17.90 5
901027733800775   12.6887535173   -9.2828557437 16.95 7
901027734006079   13.3983403654   -9.2458400548 17.24 7
901027858403599  328.2509088152   -9.2580001175 17.04 7
901027858504974  328.5709162883   -9.1604143290 17.49 6
901027858602389  328.7289674025   -9.2234524145 17.14 7
901027858702503  329.0046310441   -9.2933588300 17.43 6
901027858703348  329.0486155569   -9.2226918336 17.53 5
901027859102335  330.0069029575   -9.1659272176 16.70 7
901027859102583  330.0189508900   -9.3148658171 17.54 5
901027859201658  330.2091045796   -9.2839983067 16.86 7
901027859203447  330.3024532263   -9.2282647335 17.90 5
901027859400066  330.6343408884   -9.2709062875 17.08 7
901027859400722  330.6702004430   -9.1744443968 17.34 6
901027859400786  330.6729195051   -9.1905836686 17.70 5
901027873804169    7.2872336511   -9.0678020728 16.85 7
901027873901257    7.3911613869   -9.0778140949 17.33 6
901027874100049    7.8373448701   -8.9919613080 17.21 7
901027874203005    8.2187866907   -8.9989204540 16.76 7
901027874302523    8.4394880516   -9.0944570293 17.61 5
901027874501797    8.9454651826   -9.0102631476 16.66 7
901027875204009   10.8036211061   -9.0407285032 16.94 7
901027875402213   11.2342613766   -9.0928386371 17.21 7
901027876104838   13.1297021410   -9.0332025669 17.23 7
901028000700075  327.8956943011   -9.0080413331 16.92 7
901028000705357  328.1158041882   -8.8913222174 17.19 7
901028000800032  328.1462059256   -9.1010910045 17.06 7
901028000805556  328.3912035003   -8.9853559515 16.83 7
901028001301408  329.4814817238   -9.0982996669 17.57 5
901028001501205  329.9795081203   -8.9918401789 17.09 7
901028001701672  330.5093560731   -9.0159856004 16.91 7
901028001702951  330.5866473294   -9.0267288331 16.98 7
901028016804496    8.8255945419   -8.7304819906 17.12 7
901028017704092   11.0805913021   -8.7878183203 16.82 7
901028017901278   11.4371876637   -8.6931424470 17.76 5
901028018001192   11.6823969062   -8.6599718846 17.66 5
901028018201741   12.2305070132   -8.8546785389 17.73 5
901028018203550   12.3312538298   -8.8657927690 16.67 7
901028018503668   13.0615495195   -8.7394370042 17.77 5
901028143001567  327.7062640346   -8.7853784250 17.32 6
901028143005648  327.8844520296   -8.8749193097 17.90 5
901028143105384  328.1398507331   -8.8078834918 16.99 7
901028143202144  328.2305648120   -8.6546910612 17.09 7
901028143203264  328.2786735861   -8.8507929812 17.74 5
901028143205304  328.3637763251   -8.8237564194 17.06 7
901028143400691  328.6819257039   -8.6890707667 17.49 6
901028143501464  328.9802743083   -8.8734555864 17.92 5
901028143502406  329.0306187064   -8.6923129360 17.20 7
901028143502802  329.0493019415   -8.8641182756 16.64 7
901028143800739  329.7048426966   -8.7686403697 16.71 7
901028144000891  330.2073390553   -8.7533864475 16.67 7
901028159203609    8.8053484618   -8.4130088757 17.21 7
901028159600698    9.6292812420   -8.5518564884 16.63 7
901028159804651   10.3359224377   -8.4444776750 16.96 7
901028160601460   12.1919650635   -8.4204443856 17.56 5
901028160603887   12.3050209066   -8.3995082095 17.34 6
901028160900439   12.8982077691   -8.4246808643 16.67 7
901028161001887   13.2297352169   -8.5576056104 16.81 7
901028285504433  327.5934944159   -8.5569004351 17.05 7
901028285504624  327.6003102626   -8.4364623977 17.44 6
901028285605322  327.9027480886   -8.5225886212 17.21 7
901028285702636  328.0579155297   -8.4376909395 16.98 7
901028285801724  328.2597375540   -8.5136586281 17.38 6
901028285803418  328.3293088481   -8.5891184475 17.65 5
901028286202542  329.2979226945   -8.5051170401 17.42 6
901028286402125  329.7935636573   -8.4259071675 17.40 6
901028286402663  329.8180232310   -8.5031817735 17.31 6
901028286404681  329.8998656139   -8.5961195761 17.63 5
901028286405738  329.9432786073   -8.5204112887 16.77 7
901028286702835  330.5611683242   -8.4433145268 17.18 7
901028286803549  330.8818206159   -8.4575465352 17.36 6
901028286805152  330.9516421750   -8.4512723736 17.14 7
901028286900766  330.9979246934   -8.4162852033 17.93 5
901028301304096    7.5703730168   -8.3677938084 16.95 7
901028301502146    7.9359741222   -8.1298909579 17.75 5
901028301502441    7.9519861384   -8.2124642207 17.42 6
901028301904459    9.0739689750   -8.2226180884 16.96 7
901028302904783   11.5789817648   -8.3308171050 16.94 7
901028303503233   13.0381815561   -8.2190123658 16.98 7
901028303600578   13.1570179201   -8.2135982166 17.49 6
901028303604506   13.3603480600   -8.3005604712 16.76 7
901028428100336  327.4412436062   -8.1836148114 17.55 5
901028428400307  328.2024150850   -8.2969091182 17.55 5
901028428400376  328.2055462943   -8.2854926550 17.56 5
901028428400816  328.2272397064   -8.3096295424 17.46 6
901028428401794  328.2692123393   -8.3397273720 16.75 7
901028428803297  329.3520020735   -8.2096193918 16.82 7
901028429002610  329.8153554381   -8.3269128203 17.69 5
901028429100155  329.9646488498   -8.3553912362 16.96 7
901028429300128  330.4661486368   -8.3226125562 17.76 5
901028429303837  330.6306130911   -8.2444961210 16.90 7
901028429305321  330.6974850062   -8.3592107589 17.10 7
901028429501772  331.0503442477   -8.3625821603 17.63 5
901028444304037    8.5221564447   -7.9974373783 17.06 7
901028444404032    8.7957837671   -8.0449497304 17.21 7
901028444901260    9.8904896665   -7.9247186218 16.81 7
901028445100954   10.3750250632   -7.9791135364 17.32 6
901028445301258   10.8877295901   -8.0062787402 17.22 7
901028445602450   11.6952501012   -8.0917652117 16.79 7
901028571202946  328.3752383435   -8.0245863476 17.83 5
901028571501768  329.0577375607   -7.9688513469 16.94 7
901028571602647  329.3451313349   -8.0712538336 17.10 7
901028571804995  329.9386669180   -8.0468153406 17.82 5
901028571904918  330.2273386870   -7.9821128492 17.01 7
901028571904964  330.2294507578   -7.9464010811 16.94 7
901028572305128  331.2505763981   -8.0311090442 17.26 6
901028572400896  331.3035171964   -7.8942005473 16.77 7
901028586902379    7.9076701898   -7.7185357289 16.80 7
901028587103506    8.4509217748   -7.7142938109 17.79 5
901028587303350    8.9872587203   -7.6854486275 16.63 7
901028588200348   11.1069429559   -7.7130954036 17.22 7
901028588200750   11.1219628908   -7.6321993865 17.70 5
901028588601230   12.1615265506   -7.7939350558 17.52 5
901028713801283  327.7713668311   -7.6976593198 17.92 5
901028714003533  328.3873527466   -7.6887479370 17.75 5
901028714005667  328.4728098661   -7.8251314943 17.11 7
901028714102090  328.5765054780   -7.7710342271 17.88 5
901028714300487  329.0102712973   -7.8727518681 16.67 7
901028714305526  329.1945713954   -7.8555453510 17.31 6
901028714306026  329.2139545686   -7.8520718201 16.89 7
901028714604906  329.9378712590   -7.8638231923 16.92 7
901028714702081  330.0909359178   -7.7826974442 17.46 6
901028714902704  330.6294459134   -7.6958748866 17.75 5
901028715101626  331.0849064595   -7.6628272356 17.00 7
901028715201350  331.3306665815   -7.7293066851 16.75 7
901028729802794    8.1649702520   -7.4051005370 17.81 5
901028729904096    8.4664960730   -7.6247897180 17.73 5
901028730003901    8.7168755502   -7.4343597202 17.62 5
901028730601819   10.1411490488   -7.4950562711 17.87 5
901028730704414   10.5096111024   -7.4501583407 17.63 5
901028730801980   10.6631073756   -7.4909819785 17.15 7
901028731101468   11.4015298194   -7.5695192669 16.98 7
901028731102231   11.4459270218   -7.4997368672 16.70 7
901028731404278   12.2975025829   -7.4060902502 16.92 7
901028856604416  327.4331935196   -7.5525991854 17.95 5
901028856700617  327.5470136824   -7.5621019921 17.93 5
901028856802467  327.8877481613   -7.4376241861 17.26 6
901028856904511  328.2117668464   -7.3984542461 16.83 7
901028856904630  328.2167263560   -7.5298528553 16.65 7
901028857002595  328.3789068120   -7.4969116418 16.74 7
901028857103565  328.6731122133   -7.3951017329 17.47 6
901028857105222  328.7406635180   -7.4686200262 16.79 7
901028857105282  328.7439270994   -7.4913046970 16.90 7
901028857202844  328.9083631653   -7.4078370441 16.92 7
901028857402724  329.3949362756   -7.4829175667 17.76 5
901028857403628  329.4340680261   -7.5715192955 16.90 7
901028857504265  329.6937946797   -7.5359059701 17.44 6
901028857602870  329.9122881688   -7.3970302824 16.68 7
901028857704000  330.2239020209   -7.4823501258 17.83 5
901028857804633  330.5160796551   -7.6246971754 17.16 7
901028857900300  330.5592694220   -7.4606322191 16.94 7
901028858101628  331.1260742014   -7.6247104567 17.23 7
901028872801756    8.1355942244   -7.3587257121 16.85 7
901028872900856    8.3401857614   -7.2094506739 16.96 7
901028873400486    9.5858937332   -7.2631894555 16.89 7
901028999701771  327.5922119624   -7.3351820002 16.81 7
901029000200406  328.7997788046   -7.2230872879 17.65 5
901029000301216  329.0897442041   -7.2674034271 17.21 7
901029000500529  329.5564358451   -7.2490347846 17.89 5
901029000505201  329.7510738085   -7.2911386250 17.99 5
901029000901484  330.6254437464   -7.3242225065 17.53 5
901029000903808  330.7448595942   -7.1614746250 16.94 7
901029001004077  331.0068179145   -7.2125281584 17.92 5
901029016705042   10.4892761088   -6.9635452980 16.93 7
901029142904024  328.1950505751   -6.9527131224 16.76 7
901029143005373  328.5219944449   -7.0271463810 16.84 7
901029143100341  328.5461156140   -7.0130930612 16.72 7
901029143100975  328.5748688755   -6.9791321035 17.03 7
901029143101338  328.5913225463   -7.0190840040 16.76 7
901029143104004  328.7122968005   -6.8843038812 16.65 7
901029143200537  328.8044682887   -7.0569835247 17.18 7
901029143302583  329.1340364154   -7.0653728621 16.81 7
901029143306168  329.2714660930   -6.9551275164 17.70 5
901029143503844  329.6724411743   -6.9002600502 17.39 6
901029143503905  329.6744904455   -6.9647241802 17.17 7
901029143504239  329.6872736069   -7.1011517819 16.82 7
901029143600484  329.8058521115   -7.0990085962 16.75 7
901029143603111  329.9072193853   -7.0364080501 17.74 5
901029143705172  330.2486815947   -6.9001890211 17.27 6
901029143801498  330.3646963343   -7.0871546841 16.69 7
901029143900994  330.5956368564   -7.0729491695 17.24 7
901029143902305  330.6551169568   -7.1043499009 17.76 5
901029143902936  330.6859131275   -6.8946004918 16.79 7
901029144102137  331.1451413407   -7.0872582369 17.09 7
901029159103654    8.9249653127   -6.7473967684 16.81 7
901029159401146    9.5870279279   -6.7494744662 17.82 5
901029159407247    9.7831603560   -6.8332753913 17.09 7
901029159801075   10.5881303198   -6.6702583558 17.27 6
901029160000518   11.0780538015   -6.7811153775 17.68 5
901029286002144  327.9230759361   -6.6465547223 16.78 7
901029286402711  328.9395650907   -6.8409388542 16.82 7
901029286503637  329.2317436293   -6.6687843708 16.81 7
901029286701179  329.6324081532   -6.8294162947 17.58 5
901029286801505  329.8976970172   -6.6969474531 17.82 5
901029286802458  329.9406174105   -6.7922778163 17.55 5
901029287102922  330.7463388692   -6.7684663020 17.57 5
901029287200078  330.8417375194   -6.7494806886 17.31 6
901029287203156  331.0059669504   -6.8353923471 16.76 7
901029302401791    9.1063213024   -6.5292581629 17.63 5
901029302601037    9.5819469016   -6.5056391880 17.15 7
901029302700663    9.8221404506   -6.4876295978 17.57 5
901029302901526   10.3510988399   -6.4066622749 16.71 7
901029303000688   10.5774566384   -6.5521872669 17.90 5
901029303105592   10.9830471764   -6.4165822964 17.18 7
901029429800465  329.3480844965   -6.4768206900 17.67 5
901029429801643  329.4017604716   -6.4160771568 17.93 5
901029429803908  329.5003845272   -6.5353783316 17.48 6
901029429901837  329.6502842251   -6.4968146698 17.28 6
901029429905302  329.7720023868   -6.6041285717 16.75 7
901029430200331  330.3488985391   -6.5305347720 16.70 7
901029430200732  330.3688869749   -6.5002263778 17.28 6
901029430203606  330.5264220432   -6.3820642872 17.27 6
901029430302635  330.7401632680   -6.5821162220 17.70 5
901029430302768  330.7483840478   -6.4385370327 16.96 7
901029445901079    9.8359808802   -6.3252347093 16.68 7
901029446404257   11.1962024481   -6.2553776252 17.52 5
901029572701211  328.6258883954   -6.3019192188 17.60 5
901029572702819  328.6942578255   -6.2549859765 16.69 7
901029572900457  329.0969504088   -6.1344922183 17.21 7
901029572902060  329.1680930284   -6.2643372020 17.25 7
901029573006230  329.5564544661   -6.3088664673 17.44 6
901029573102512  329.6747597427   -6.1471304533 17.02 7
901029573106739  329.8165190132   -6.1984567124 17.17 7
901029716006769  328.6054286561   -6.0937613110 17.47 6
901029716300768  329.1510225676   -5.9463789110 17.87 5
901029716400498  329.3891714625   -5.9938346464 17.95 5
901029716405478  329.5822991165   -5.8795631854 16.68 7
901029716603200  329.9864158127   -6.0302835582 17.50 5
901030595600304   14.5280973575   -4.2112362907 16.96 7
901030738805941   13.2178656389   -4.0889712114 17.01 7
901030739103170   13.8685770765   -3.9839164388 17.68 5
901030739402811   14.6138692617   -3.9002354905 16.89 7
901030739403616   14.6393310867   -3.9246452706 16.67 7
901030882205549   12.2027331477   -3.7030767191 17.28 6
901030882205748   12.2100623450   -3.7150535385 17.12 7
901030882506721   12.9710598093   -3.6992708499 17.09 7
901030882507968   13.0110636894   -3.8645022047 17.60 5
901030882604213   13.1456542388   -3.8747577574 17.95 5
901030883404713   15.1634836271   -3.8044910430 16.66 7
901030883500804   15.2959554961   -3.6885246934 16.96 7
901030883506632   15.4823680300   -3.6883534996 17.35 6
901031025903469   11.8753203190   -3.4646181838 17.78 5
901031026002853   12.1120609418   -3.5548442210 17.05 7
901031026700359   13.7785262838   -3.5043489582 17.53 5
901031027308258   15.5073714738   -3.5942651440 16.66 7
901031027603592   16.1237214032   -3.4595893631 17.27 6
901031027606598   16.2153103114   -3.5841392815 16.93 7
901031027700996   16.3034023946   -3.6013419109 16.79 7
901031169906353   12.4778563857   -3.2302456863 17.45 6
901031170705931   14.4641236630   -3.2617241520 17.51 5
901031171100934   15.2927289654   -3.1890345535 16.62 7
901031171106775   15.4531414815   -3.1544603342 17.72 5
901031313806689   12.7266393682   -3.1094145208 17.47 6
901031314006816   13.2228300043   -2.9272058715 17.19 7
901031314201985   13.5573286906   -3.0992738525 17.31 6
901031314306686   13.9408960118   -3.1103287536 17.14 7
901031314807617   15.2247657715   -2.9884506057 17.05 7
901031315000838   15.5277935837   -2.9869043068 16.89 7
901031315005796   15.6787869557   -2.9208352642 17.52 5
901031315307690   16.4728240107   -3.1092463919 17.30 6
