ROWID  RA DEC PSFMAG_R
901031313804553   12.6565977663   -3.0760886616 14.33
901031314007488   13.2475301060   -3.1214445466 14.24
901031314101243   13.2935256824   -3.1150738415 13.99
901031314104259   13.3963516598   -2.9886509203 14.02
901031314206993   13.7252412050   -3.0325268228 13.92
901031314402450   14.0729628112   -2.8794258269 13.93
901031314405108   14.1476724074   -3.0939891382 14.15
901031314501764   14.2947137660   -3.0032351699 14.52
901031314501973   14.3003520322   -3.0417074817 14.31
901031314600146   14.5036703818   -2.9892649214 14.57
901031314705182   14.8846755942   -3.0565686106 14.21
901031314807728   15.2276684753   -2.9254343273 14.02
901031314900154   15.2522197897   -2.9336801956 13.88
901031315007593   15.7334053511   -3.1022588704 14.42
901031315201283   16.0318619432   -2.9391693911 13.76
901031315205121   16.1373253236   -3.0294678480 14.16
901031315205642   16.1526870257   -3.0642796965 14.06
901031315403322   16.5956234591   -2.9306628192 14.34
901031315404550   16.6315348830   -3.0081552909 14.39
901031315408193   16.7374064452   -3.0226715355 13.67
901031457306576   11.4403820434   -2.6819609418 13.79
901031457400456   11.5137064181   -2.7115539343 14.40
901031457400730   11.5227427037   -2.6822330542 14.22
901031457507639   11.9677285943   -2.8185125187 14.20
901031457604477   12.1423638304   -2.8028546170 14.22
901031457607282   12.2373502808   -2.8337032530 14.28
901031457806732   12.7038063985   -2.7410912698 14.40
901031457807050   12.7143563816   -2.7905845784 14.35
901031458403556   14.1152644889   -2.8133055939 14.42
901031458406216   14.1997009308   -2.6826645185 14.00
901031458604962   14.6427515177   -2.7404655122 14.20
901031458605908   14.6676537202   -2.6907007181 13.84
901031458700176   14.7525318783   -2.6965635552 14.13
901031458707815   14.9599854261   -2.6593373573 14.38
901031458708707   14.9872496628   -2.6664713700 14.07
901031458800663   15.0178926705   -2.6730559173 14.35
901031458903257   15.3445708596   -2.6613289430 14.22
901031458906829   15.4404212243   -2.7148573116 14.50
901031459206780   16.1900954544   -2.8208010598 14.34
901031459304155   16.3635522842   -2.8320034624 14.22
901031459403478   16.6020118901   -2.7070337571 13.90
901031459500670   16.7690738527   -2.8617226911 15.26
901031601205089   11.1407150993   -2.3846870552 14.19
901031601308491   11.4762466488   -2.5370252063 13.98
901031601500634   11.7658333352   -2.5470726254 13.90
901031601506615   11.9339856368   -2.4986926946 13.49
901031601602654   12.0802937509   -2.5760577271 14.41
901031601807912   12.7142137245   -2.3935116867 14.28
901031601901337   12.7896591194   -2.5716458226 14.20
901031602001365   13.0402941793   -2.5307683300 14.18
901031602003229   13.1009538971   -2.5002264010 14.15
901031602107045   13.4466563175   -2.4209963221 14.06
901031602301761   13.8002808958   -2.5506615945 13.94
901031602406026   14.1896532015   -2.6183599158 13.59
901031602602257   14.5713222923   -2.3776311900 13.93
901031602603600   14.6154101563   -2.5169575141 14.54
901031602700879   14.7784869439   -2.5617580338 13.89
901031602708174   14.9897979508   -2.3890571675 15.56
901031602803921   15.1200250151   -2.5666577259 13.97
901031602908217   15.4736528661   -2.5426319638 14.29
901031603006306   15.6704234268   -2.4186472942 14.31
901031603201273   16.0310184484   -2.5164699701 14.31
901031603203833   16.1087938890   -2.4616710626 13.92
901031603304252   16.3776185653   -2.4582497638 14.30
901031603304540   16.3869375567   -2.5559134569 13.93
901031603306606   16.4492329795   -2.5108420136 14.36
901031603401679   16.5445252690   -2.4014669010 14.03
901031603401949   16.5517897819   -2.5033622501 13.99
901031603501086   16.7778761232   -2.5861399414 14.23
901031745207246   11.1852408534   -2.1586230778 14.15
901031745301619   11.2896963453   -2.2654552699 14.43
901031745304483   11.3567580608   -2.2706141426 14.36
901031745401312   11.5331715178   -2.1352606831 14.13
901031745402242   11.5584284601   -2.2331460268 13.92
901031745404993   11.6350884179   -2.1307323234 14.03
901031745505204   11.9074437548   -2.1541737665 14.39
901031745600432   12.0111205729   -2.3123923657 14.37
901031745601561   12.0506090056   -2.2356850748 14.11
901031745907292   12.9603614322   -2.1260361320 13.70
901031745907884   12.9775171622   -2.2796246258 14.33
901031746000286   13.0064782435   -2.3221831593 14.02
901031746002266   13.0780267437   -2.1253129455 14.37
901031746104492   13.4006723151   -2.2766402233 13.98
901031746106183   13.4581115957   -2.3081257695 13.56
901031746201907   13.5553903831   -2.3620236351 14.53
901031746207972   13.7392341010   -2.1842457300 14.08
901031746400593   14.0122331488   -2.1679172731 13.99
901031746408456   14.2379422531   -2.2621707570 13.56
901031746501302   14.2922411484   -2.2466394302 14.03
901031746502507   14.3330149779   -2.1348384471 14.27
901031746504295   14.3944762998   -2.2550341953 14.42
901031746607660   14.7408642083   -2.1610641885 14.09
901031746701191   14.7825644584   -2.3439905901 14.48
901031746705271   14.9174298170   -2.2295991655 14.44
901031746900468   15.2618568388   -2.3184945853 14.02
901031746907293   15.4587135391   -2.3271619718 14.42
901031747008432   15.7321014026   -2.1345099419 14.49
901031747008735   15.7400648412   -2.1376660138 14.21
901031747501422   16.7912146496   -2.3617348190 14.29
901031747502146   16.8135716916   -2.1778819312 13.53
901031747601030   17.0288978770   -2.3376534337 14.42
901031889201530   11.0479372850   -1.9380444110 14.24
901031889203379   11.1072906841   -1.9109927728 13.98
901031889205934   11.1782462263   -2.1164373196 13.76
901031889305823   11.3903645093   -2.0109187336 14.17
901031889406931   11.6674921317   -2.0504416994 14.58
901031889500182   11.7533567090   -1.9013574606 14.05
901031889500746   11.7672995723   -1.9408595264 14.17
901031889504007   11.8562950068   -2.1093631296 14.34
901031889608532   12.2311323283   -2.0086989804 13.82
901031889701988   12.3126922623   -2.0703616695 14.21
901031889705244   12.4069196420   -1.9993531014 14.20
901031889801007   12.5293364805   -2.0724924592 14.25
901031889802724   12.5809701873   -2.0902870146 14.17
901031889905513   12.9148723314   -2.0666370564 13.91
901031890102387   13.3273920546   -1.9806673843 14.30
901031890104271   13.3844478710   -2.0894349387 14.61
901031890106936   13.4693452935   -2.0180641680 14.38
901031890204405   13.6419890424   -2.0188029077 13.56
901031890206296   13.6969067407   -2.1136448918 14.11
901031890206822   13.7121683189   -2.0993802035 14.27
901031890206973   13.7171338337   -2.0116388595 14.05
901031890302689   13.8337812382   -1.9904442356 13.70
901031890304712   13.8953490237   -2.0762069334 14.05
901031890500533   14.2661242790   -1.9360388550 14.46
901031890504189   14.3776770817   -1.8789955006 14.11
901031890707866   14.9827884769   -1.9519593932 13.95
901031890908526   15.4677967435   -1.9640225889 14.44
901031891101181   15.7841359871   -1.9074871388 14.13
901031891103017   15.8393423853   -2.0255338625 14.28
901031891204213   16.1214640763   -1.9022500165 14.27
901031891401216   16.5300908000   -1.8826068395 14.38
901031891502931   16.8341137443   -1.9058533561 14.48
901031891603860   17.1183581374   -1.9551540197 13.96
901031891604905   17.1528005844   -2.1221981152 14.20
901032033104786   10.8856205075   -1.8021763325 14.20
901032033300939   11.2703358337   -1.8705142102 13.99
901032033302518   11.3061587011   -1.8651330280 14.28
901032033400320   11.5054795470   -1.7484951695 14.38
901032033500946   11.7698417559   -1.8113861016 13.98
901032033506924   11.9028195191   -1.6423946822 13.80
901032033804362   12.6163825373   -1.7246969192 13.90
901032033905217   12.9203861370   -1.8094330660 14.43
901032033906161   12.9528200657   -1.7407647332 14.00
901032033907041   12.9845156255   -1.6948850649 14.41
901032034107145   13.4695489349   -1.8161084990 14.37
901032034305403   13.9017167488   -1.7456362416 14.39
901032034407111   14.1895767280   -1.8195930031 13.94
901032034505004   14.3826535244   -1.7932641460 13.86
901032034505460   14.3954811744   -1.7539801811 14.16
901032034607269   14.6846490057   -1.8261424437 14.40
901032034800828   15.0248511670   -1.8234656741 14.04
901032034808240   15.2294782862   -1.8183843175 14.49
901032034901999   15.2958266402   -1.6497906140 14.77
901032034907000   15.4327304570   -1.7448991309 14.39
901032035000230   15.5040766479   -1.7824744506 14.19
901032035003093   15.5782693336   -1.7908094185 14.52
901032035205654   16.1501478613   -1.7642124591 13.75
901032035208731   16.2381093720   -1.6859680603 13.66
901032035306830   16.4199677650   -1.6366637848 13.94
901032035402492   16.5664205493   -1.7760754130 13.61
901032035600782   17.0241190157   -1.7562281545 14.17
901032035606406   17.1948589216   -1.7017792576 14.24
901032177108870   10.9629026495   -1.5689076228 14.30
901032177109067   10.9686986591   -1.4966641645 13.90
901032177205504   11.1472344777   -1.4915461412 14.48
901032177505314   11.8777820946   -1.5156716788 14.22
901032177508784   11.9686920120   -1.5196217369 14.37
901032177603898   12.0982444486   -1.5025081590 14.34
901032177603956   12.0997146286   -1.3976527633 14.62
901032177608547   12.2228397282   -1.4230159012 13.99
901032177702505   12.3198645334   -1.4348187629 13.90
901032177705577   12.4041585776   -1.4437975541 13.74
901032178102292   13.3120932690   -1.4388087611 14.04
901032178202824   13.5726328044   -1.5391887894 13.69
901032178205789   13.6508996593   -1.6143137527 14.07
901032178306227   13.9262363106   -1.4851568984 13.61
901032178500468   14.2592522641   -1.5048202488 14.41
901032178701296   14.7829008248   -1.3790348814 14.10
901032178707658   14.9510681775   -1.4570422130 14.41
901032178708590   14.9773323480   -1.4553663007 14.29
901032178804255   15.1147152595   -1.4281647244 14.13
901032179006169   15.6597006500   -1.4945167309 14.30
901032179104200   15.8598251642   -1.6143698287 14.68
901032179201430   16.0430614249   -1.5078722100 14.14
901032179304220   16.3709642895   -1.5028122359 14.10
901032179401695   16.5463971130   -1.4635707636 14.00
901032179406850   16.7082208273   -1.4224139856 13.80
901032179502592   16.8332053051   -1.5349704689 14.13
901032179504106   16.8829810552   -1.4203977648 13.99
901032179507609   16.9894101209   -1.3933317571 14.34
901032179602231   17.0598011292   -1.4589651605 13.85
901032321106841   10.9240960497   -1.2380575859 14.18
901032321108662   10.9742651680   -1.2138625823 13.93
901032321206210   11.1838974904   -1.1523251323 14.01
901032321306587   11.4102292427   -1.1753941384 14.31
901032321406915   11.6673844845   -1.1546964814 14.35
901032321503492   11.8389406670   -1.2596328158 14.68
901032321601866   12.0442627627   -1.2858977040 14.77
901032321603749   12.0978974188   -1.2588892085 13.85
901032321800910   12.5225173426   -1.3441814281 14.07
901032321803696   12.5945584104   -1.1671283344 13.86
901032322000688   13.0162821155   -1.1502542140 14.35
901032322100418   13.2605530068   -1.3365035203 14.49
901032322106725   13.4783098945   -1.2420587576 14.06
901032322301767   13.8025486733   -1.1304794388 13.57
901032322308700   13.9749010849   -1.3652345973 13.89
901032322402885   14.0624018583   -1.3489604219 14.37
901032322500846   14.2696401114   -1.1862370824 14.11
901032322601983   14.5514983390   -1.1997930509 14.26
901032322603457   14.5926548637   -1.1338956727 14.42
901032322609089   14.7408422055   -1.2117689961 14.27
901032322702087   14.8075071168   -1.2218926818 14.50
901032322808785   15.2410120361   -1.1980689347 14.60
901032322808918   15.2444443399   -1.2087778800 14.69
901032322900338   15.2579961571   -1.2662238613 14.45
901032322903134   15.3363402924   -1.1710928227 14.20
901032323008563   15.7182755169   -1.2472087729 14.41
901032323101320   15.7822631162   -1.1507914370 13.90
901032323106863   15.9333841398   -1.3016825562 13.98
901032323201653   16.0400760939   -1.2389769020 13.78
901032323201806   16.0438159329   -1.3600750081 13.73
901032323206347   16.1753227791   -1.1538078068 13.90
901032323405332   16.6689464094   -1.3726279812 14.01
901032323503510   16.8488271526   -1.2701683424 14.29
901032323605071   17.1383400718   -1.2662898426 14.50
901032465201977   11.0620746593   -0.9612540658 14.63
901032465301449   11.2921848774   -0.9142223025 13.49
901032465302088   11.3124239505   -1.1242745190 14.50
901032465402493   11.5586593400   -1.0110827146 13.91
901032465507593   11.9499638148   -1.0163538557 14.21
901032465508616   11.9820335944   -1.0517939656 13.97
901032465700086   12.2507521830   -1.0019280111 14.08
901032465701009   12.2815051321   -1.1025688575 14.42
901032465803185   12.5942464024   -0.8880352524 14.46
901032466002141   13.0639806644   -1.0546064285 14.12
901032466206903   13.7007249395   -0.9657019207 14.09
901032466300483   13.7618905318   -1.0331333803 14.06
901032466302601   13.8241416236   -0.9563045722 13.56
901032466306470   13.9256131192   -0.8837049469 14.44
901032466501480   14.2879957217   -1.0883194806 13.92
901032466604050   14.5920829650   -1.0886974567 14.24
901032466608134   14.7033391979   -1.0809704726 14.02
901032466703624   14.8545656408   -0.8763670998 13.91
901032466800587   15.0165985915   -1.0134006837 13.73
901032466801018   15.0311819361   -0.9834546475 14.32
901032466900961   15.2742408665   -1.0377743568 14.32
901032467002390   15.5645542727   -1.0196681248 14.14
901032467403048   16.5945195196   -0.9944721571 14.18
901032609201087   11.0231250394   -0.7437045695 14.05
901032609308792   11.4727576569   -0.6456602397 14.39
901032609403728   11.5853622985   -0.6800351544 14.23
901032609500578   11.7640390237   -0.6924093681 14.38
901032609503648   11.8481071649   -0.7926732713 14.13
901032609507440   11.9452648613   -0.8376851760 13.92
901032609604247   12.1114401262   -0.6650229395 14.32
901032609707368   12.4566688483   -0.8564089384 14.04
901032610001179   13.0313671873   -0.7040821322 14.35
901032610002004   13.0540037744   -0.8396649127 14.39
901032610006513   13.1789734899   -0.7165233684 13.88
901032610100572   13.2641087747   -0.7945119193 14.30
901032610201713   13.5431813670   -0.6439200256 14.23
901032610300784   13.7693318505   -0.7025693473 14.22
901032610306981   13.9395993806   -0.6949873050 14.35
901032610401644   14.0372319319   -0.8351274449 13.87
901032610806858   15.1781691819   -0.7261743972 14.12
901032610901645   15.2925298431   -0.6819495103 14.37
901032611000457   15.5105109305   -0.6957924886 14.00
901032611007187   15.6772976137   -0.6288759443 13.90
901032611200655   16.0124099311   -0.7924512064 14.32
901032611201677   16.0343331291   -0.7310319641 14.32
901032611202469   16.0542753562   -0.6707911332 14.34
901032611300311   16.2562980886   -0.6360985980 13.87
901032611307581   16.4536071846   -0.6500257426 13.88
901032611308826   16.4861339525   -0.7096418963 14.43
